epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,772.666,1.48833,1.08119,1.00577,0.94013,0.94853,0.96972,0.71954,0.91884,5.71793,0.84596,0.000555539,0.000555539,0.000555539
2,1505.09,1.02412,0.61896,0.8776,0.95409,0.96588,0.97533,0.77705,0.76849,12.3804,0.81182,0.0010892,0.0010892,0.0010892
